Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
1,0.4,1,0,0,1,1,0,1,2,1,0,1,0
0,0.8,0,0,0,0,0,1,0,1,1,1,1,0
1,0.6,0,0,0,0,1,0,0,2,1,0,1,0
1,0.4,1,1,0,1,1,1,0,1,1,0,1,0
1,0.2,1,1,0,1,1,0,0,0,1,0,1,0
1,0.8,0,0,0,0,0,0,0,2,1,0,1,0
1,0.4,1,1,0,1,1,0,0,2,0,0,1,1
1,0.4,1,0,0,0,1,0,0,1,1,0,1,0
0,0.4,1,1,0,1,1,0,0,2,1,0,1,1
0,0.4,1,1,0,1,0,0,1,2,1,0,1,1
0,1.0,2,0,0,0,1,1,0,2,1,0,1,0
0,0.8,2,1,0,0,1,0,0,2,1,0,1,1
0,0.8,2,1,1,1,1,0,1,2,0,1,0,1
0,0.8,2,1,1,1,1,0,1,1,0,1,0,1
0,0.8,2,1,1,1,0,1,0,1,1,1,1,0
1,0.6,2,1,1,1,1,0,1,2,1,0,0,1
1,0.4,1,0,0,0,0,1,0,0,1,0,1,0
0,0.8,2,1,1,1,1,0,1,2,1,1,1,1
1,0.4,1,1,0,1,1,0,1,2,1,0,0,1
1,0.6,0,1,0,0,0,0,0,1,1,0,1,0
1,0.0,1,1,0,1,1,1,1,2,1,0,1,1
0,0.4,1,0,0,1,1,0,1,2,1,0,0,1
1,0.8,2,1,0,1,1,0,1,1,1,1,1,1
0,0.4,1,0,0,0,1,0,0,1,1,0,1,0
0,0.8,2,1,1,1,0,1,0,1,1,1,1,1
1,0.6,0,1,0,1,1,0,1,2,0,0,1,1
0,1.0,2,0,1,1,1,0,1,2,1,0,0,0
0,0.8,2,1,1,1,0,0,1,2,0,1,0,0
0,0.6,0,0,0,0,0,1,0,1,1,0,1,1
1,0.8,2,1,1,0,1,0,0,1,1,1,1,1
1,0.6,0,1,0,1,0,0,1,2,0,0,0,1
1,0.6,1,1,0,1,1,0,1,2,1,0,1,0
1,0.6,2,1,1,1,1,0,1,2,1,1,0,1
1,0.8,2,0,0,1,1,0,0,2,1,0,1,0
0,0.8,2,1,1,1,1,2,1,2,1,1,0,1
0,0.8,2,0,1,0,0,0,0,1,1,0,1,0
0,0.8,2,1,1,0,0,0,0,1,0,1,1,1
0,0.6,0,0,0,1,1,1,0,2,1,0,1,0
0,0.8,2,0,1,1,1,0,1,2,0,0,0,0
1,0.8,2,1,0,1,1,0,0,2,1,0,1,1
1,0.4,1,1,1,1,1,0,0,1,1,0,1,1
1,0.6,0,1,0,0,1,0,0,1,1,0,1,1
0,0.8,2,0,0,0,1,1,0,1,1,0,1,0
0,0.8,2,1,0,1,1,0,1,2,0,0,0,1
0,0.8,2,1,1,1,0,1,1,1,0,0,0,1
1,0.8,2,1,0,1,0,1,1,2,0,0,1,0
1,0.8,2,0,0,0,1,0,0,0,1,0,1,0
0,0.6,0,0,0,0,1,0,1,2,1,0,1,0
0,0.4,1,1,0,1,1,2,0,2,1,0,1,1
0,0.2,1,1,0,1,1,2,1,2,1,0,1,1
0,0.8,2,1,1,1,1,0,1,2,0,0,0,0
0,0.8,2,0,1,1,1,0,0,1,1,0,0,0
0,1.0,2,0,1,1,1,2,1,2,1,0,0,1
0,0.8,2,1,1,1,0,0,0,1,1,1,0,1
0,0.8,2,1,1,1,1,0,1,1,1,1,1,0
0,0.6,2,0,0,0,1,1,0,2,1,0,1,1
0,0.2,1,0,0,0,1,0,0,1,1,0,1,0
1,0.6,0,0,0,0,0,1,0,2,1,0,1,0
0,0.6,0,0,1,1,1,0,0,2,1,1,1,0
0,0.8,2,1,1,1,1,0,1,1,1,1,0,1
1,1.0,2,0,0,1,1,0,1,2,1,0,1,0
0,0.4,1,0,0,1,1,0,0,2,1,0,1,1
1,0.4,1,1,0,1,1,1,1,1,1,0,1,1
0,0.0,1,1,0,1,1,0,1,2,1,0,1,0
1,0.0,1,1,0,1,1,0,1,2,1,0,1,1
1,0.8,2,1,0,1,1,2,1,2,0,0,0,1
0,0.4,1,1,1,1,1,1,0,2,1,0,1,1
0,0.4,1,0,0,1,1,0,1,2,1,0,1,1
1,0.8,2,1,1,1,0,0,1,1,0,1,1,0
1,0.6,1,0,0,0,1,2,0,2,1,0,1,1
1,0.6,0,0,0,0,0,0,0,1,1,0,1,0
0,0.6,1,0,0,1,1,2,0,2,1,0,1,1
0,0.8,2,1,1,1,0,1,1,1,0,0,1,0
0,0.4,1,1,0,1,1,0,0,2,0,0,1,1
1,0.8,2,1,0,0,1,0,1,2,1,0,1,0
1,0.6,1,1,0,1,1,0,1,2,1,0,1,0
0,0.8,2,1,1,0,1,0,1,2,0,1,0,1
0,0.8,2,1,1,0,0,1,0,1,0,1,1,1
1,1.0,2,0,0,1,1,0,0,2,1,0,1,0
1,0.8,2,1,0,1,1,0,1,0,0,0,1,1
0,0.8,2,1,1,1,1,0,1,2,1,0,1,0
1,0.4,1,0,0,1,1,2,1,2,1,0,1,1
1,0.6,0,1,0,0,0,0,1,2,0,0,1,1
0,0.8,2,0,1,1,1,0,0,1,1,1,1,1
0,0.6,0,0,0,1,0,0,1,2,1,0,1,1
0,1.0,2,0,1,1,1,2,1,2,1,0,1,1
0,0.8,2,1,1,1,1,0,0,1,0,1,1,0
1,0.6,2,0,0,1,1,0,1,2,1,1,1,0
0,0.8,2,1,0,1,1,1,0,2,1,1,1,1
0,0.8,2,1,0,0,1,1,0,2,1,1,1,0
0,0.4,1,1,0,1,1,0,0,1,1,0,1,0
1,0.8,2,1,1,1,0,0,1,2,1,0,1,0
0,0.8,2,1,1,1,0,1,1,2,1,1,0,1
0,0.8,2,1,0,0,1,0,0,2,1,1,1,1
0,0.8,0,0,1,0,1,1,0,2,1,0,1,0
0,0.4,1,1,0,1,1,1,0,2,1,0,1,1
1,0.8,2,0,0,1,1,0,0,2,1,1,1,1
1,0.0,1,0,0,1,1,2,0,2,1,1,1,0
0,0.8,2,1,0,1,1,2,1,2,0,0,2,1
1,0.6,0,0,0,0,0,0,0,2,1,0,1,1
0,0.8,2,1,0,1,1,2,1,2,0,0,0,1
0,0.8,2,0,0,0,0,1,0,2,0,0,1,1
1,0.6,1,1,0,1,1,0,1,2,1,0,0,0
0,0.6,0,0,1,1,1,0,1,2,1,1,2,1
0,0.4,1,1,0,1,1,2,0,1,1,0,1,1
0,0.4,1,1,0,1,1,1,0,1,1,0,1,1
1,0.8,2,0,0,1,1,0,1,2,1,0,1,0
0,0.8,2,1,0,1,1,0,0,2,1,0,1,0
0,0.8,2,0,1,0,0,0,0,1,1,0,1,1
0,0.4,1,0,0,1,1,0,1,2,1,0,1,1
1,0.8,0,0,0,0,0,0,0,1,1,0,1,0
0,0.8,2,0,1,1,1,0,1,1,1,0,1,0
0,0.8,2,1,0,1,1,0,0,2,1,0,1,0
1,1.0,2,0,0,0,1,1,0,2,1,0,1,0
0,0.6,1,0,0,1,1,0,1,2,1,0,1,1
1,0.8,2,1,1,1,1,0,1,1,0,1,0,0
0,0.8,2,1,1,0,0,1,0,1,1,1,1,1
0,0.4,1,1,0,1,1,1,0,2,0,0,1,1
0,0.6,0,0,1,0,1,2,1,2,1,0,1,0
0,0.6,0,0,1,1,1,0,0,2,1,0,1,1
1,0.6,0,0,0,1,1,0,0,1,1,0,1,0
1,0.6,0,0,0,1,1,0,1,1,1,0,1,1
0,1.0,2,1,1,1,1,0,1,1,1,1,1,1
0,0.8,0,0,1,1,1,0,0,2,1,0,1,1
0,0.8,2,0,0,0,1,0,0,2,1,0,1,1
0,0.6,0,0,0,1,1,0,1,1,1,1,1,1
0,1.0,2,1,1,1,0,1,0,1,1,1,0,1
1,0.6,0,1,0,1,1,0,1,2,0,0,1,1
0,0.8,2,0,1,1,1,0,0,1,1,0,1,0
0,0.8,2,1,1,1,1,2,1,2,0,0,1,0
1,1.0,2,0,0,1,1,0,1,2,1,0,1,0
0,0.8,2,1,1,1,1,0,1,2,1,1,0,1
0,0.6,0,0,0,0,0,0,0,1,1,0,1,0
0,0.6,2,0,0,1,1,0,1,1,1,1,0,1
0,0.4,1,1,0,1,0,0,1,2,1,0,0,0
1,0.8,2,1,0,1,1,0,1,2,0,0,2,1
0,0.6,0,1,0,1,1,0,1,2,1,0,1,1
0,0.8,0,0,0,1,1,0,0,2,1,0,1,0
1,0.4,1,1,0,1,1,1,0,2,0,0,1,1
1,0.8,2,1,1,1,1,2,1,2,0,0,0,1
0,0.0,1,0,0,0,1,0,0,2,1,0,1,0
1,0.8,2,0,0,1,1,1,0,2,1,0,1,0
1,0.4,1,1,0,1,1,2,1,1,1,0,1,1
0,0.8,2,1,1,0,1,0,0,1,1,1,0,1
0,0.4,1,0,0,0,1,1,0,1,1,0,1,0
0,0.8,2,0,0,1,1,0,0,1,1,1,1,0
0,0.8,2,1,0,0,1,0,1,2,1,0,1,1
0,0.4,1,1,0,1,1,0,1,2,1,0,1,0
0,1.0,2,1,0,1,1,0,1,2,1,1,1,1
0,0.8,2,0,0,0,0,0,0,2,1,0,1,0
0,0.6,0,0,0,1,0,0,0,2,1,0,1,0
0,0.6,1,0,0,0,1,0,1,2,1,0,1,1
1,0.8,2,1,0,1,1,0,1,2,0,0,0,1
0,0.6,0,0,0,1,1,1,0,1,1,0,1,0
0,0.8,2,1,1,1,1,0,1,1,1,1,1,1
0,0.6,0,0,0,0,0,1,0,0,1,0,1,0
0,0.8,2,0,0,0,1,0,0,2,1,0,1,1
1,0.6,0,0,0,0,1,0,0,2,1,0,1,0
0,0.2,1,1,0,1,1,2,1,2,0,0,1,1
0,0.8,2,1,1,1,1,0,1,1,1,0,0,1
0,1.0,2,1,1,0,0,0,0,1,1,0,1,1
0,0.4,1,1,0,1,1,0,0,2,1,0,1,0
1,0.8,2,1,1,0,0,1,1,0,0,1,2,0
1,0.8,2,1,0,1,1,2,1,2,0,0,2,1
0,0.8,2,0,0,0,0,0,1,2,1,0,1,0
1,0.2,1,1,0,1,1,1,0,1,1,0,1,0
1,0.4,1,1,1,1,1,0,0,2,1,0,1,1
0,1.0,2,0,0,1,1,0,1,2,1,0,1,1
1,0.8,2,0,0,1,1,0,1,1,1,1,1,0
1,0.4,1,0,0,0,1,0,0,1,1,0,1,0
0,0.6,0,0,1,0,1,0,0,2,1,0,1,0
1,0.6,2,1,1,0,1,0,0,1,0,1,1,1
1,0.8,2,1,0,0,1,0,1,2,1,0,1,1
1,0.8,2,1,1,0,0,0,1,2,1,1,0,1
0,0.8,2,1,0,1,0,0,0,1,1,1,1,1
1,0.6,2,1,1,0,0,1,0,1,1,1,1,1
0,0.4,1,1,0,1,1,2,1,2,1,0,1,1
1,0.6,1,1,0,1,1,0,0,2,1,0,1,0
1,0.6,0,0,0,0,0,0,0,1,1,0,1,1
0,0.8,2,0,0,1,1,0,1,2,1,0,1,0
0,0.8,2,0,0,0,1,0,0,1,1,0,1,0
1,0.8,2,1,1,1,1,2,1,2,0,0,0,1
0,0.6,0,0,1,1,1,0,1,2,1,0,1,1
0,0.8,2,0,0,1,1,0,0,2,0,0,1,1
0,0.4,1,1,0,1,1,2,0,1,1,0,1,1
0,0.4,1,1,0,0,1,0,0,1,1,0,1,0
1,0.6,1,0,0,1,1,0,0,2,1,0,1,0
1,0.4,1,0,0,1,1,2,1,2,1,0,1,0
1,0.6,0,1,0,1,1,0,1,2,1,0,0,1
0,0.6,2,0,0,1,1,0,1,2,0,1,0,0
0,0.2,1,1,0,1,1,0,0,1,1,0,1,0
0,0.2,1,0,0,0,0,0,0,0,1,0,1,0
1,0.2,1,1,0,1,1,0,1,1,1,0,1,1
0,0.4,1,1,0,1,0,1,1,2,1,0,1,0
0,0.6,0,0,0,1,0,0,0,2,1,0,1,1
1,0.8,2,1,1,1,0,0,1,1,0,1,1,1
0,0.8,2,1,1,0,0,0,0,1,0,0,0,0
0,0.6,0,0,0,1,1,0,0,1,1,0,1,1
1,0.6,0,1,0,0,1,0,0,1,1,1,1,0
0,0.8,2,1,1,0,0,0,0,1,1,1,1,1
0,0.8,2,1,1,1,1,0,0,2,0,0,0,1
0,0.8,2,0,0,1,1,0,0,1,1,0,0,0
0,0.6,0,0,0,0,1,0,0,2,1,0,1,0
0,0.6361658768291285,0,0,0,1,0,0,0,2,1,0,1,0
0,0.4,1,0,0,0,1,0,0,1,1,0,1,0
0,0.46554547996198803,0,0,0,0,0,0,0,0,1,0,1,0
0,0.6,0,0,0,0,1,1,0,2,1,0,1,0
0,0.22901159622484324,1,0,0,0,0,0,0,0,1,0,1,0
0,0.30005228802398853,1,0,0,0,1,0,0,1,1,0,1,0
0,0.8,2,1,1,0,0,1,0,0,0,1,1,0
1,0.6,2,0,0,1,1,0,1,2,1,0,1,0
1,0.9869778601649546,2,0,0,1,1,1,0,2,1,0,0,0
1,0.8926485876054941,2,0,0,0,1,1,0,2,1,0,1,0
0,0.8,2,1,1,1,1,0,1,1,0,0,0,0
0,0.8,0,0,0,0,0,0,0,1,1,0,1,0
0,0.042894664143537535,1,0,0,0,1,0,0,1,1,0,1,0
1,0.22378848793388373,1,0,0,1,1,2,0,2,1,0,1,0
1,0.6,1,1,0,1,1,0,0,1,1,0,1,0
1,0.6374749178610895,0,0,0,0,0,0,0,1,1,0,1,0
0,0.634445728689193,0,0,0,0,0,0,0,2,1,0,1,0
0,0.6,0,0,0,1,1,0,0,2,1,0,1,0
0,0.7194475407004672,2,0,1,1,1,0,0,1,1,0,1,0
1,0.6,0,1,0,1,1,0,1,2,1,0,1,0
0,0.3864521682611408,1,1,0,0,1,0,0,1,1,0,1,0
1,0.8,2,0,0,1,0,0,1,2,1,0,1,0
0,0.8,2,1,0,1,1,0,0,2,1,0,1,0
0,0.8,2,1,1,0,0,1,1,0,0,0,1,0
0,0.6376176261870035,0,0,0,0,1,0,0,2,1,0,1,0
0,0.8,2,1,1,0,0,1,1,0,0,0,1,0
