Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
Boy,0.8,University,Government,0,1,Low,Mid,Mobile Data,4G,No class,No,Mobile,1
Girl,0.6,University,Non Government,1,1,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Girl,0.4,School,Non Government,0,0,High,Mid,Mobile Data,3G,No class,No,Mobile,1
Boy,0.6,School,Government,0,0,Low,Poor,Mobile Data,3G,No class,No,Mobile,1
Boy,0.8,University,Non Government,0,1,Low,Mid,Wifi,4G,3 hours,No,Mobile,2
Boy,0.8,College,Government,0,0,Low,Mid,Mobile Data,4G,No class,No,Mobile,1
Girl,0.6,College,Non Government,0,1,Low,Mid,Mobile Data,3G,2 hours,Yes,Mobile,2
Boy,0.4,School,Non Government,1,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,2
Boy,1.0,University,Government,0,0,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,0
Girl,0.2,School,Government,0,0,Low,Mid,Mobile Data,3G,No class,No,Mobile,1
Girl,0.4,School,Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,1
Boy,0.8,College,Government,0,0,High,Poor,Mobile Data,3G,2 hours,Yes,Mobile,1
Girl,0.6,College,Government,0,0,Low,Mid,Mobile Data,4G,No class,No,Mobile,1
Girl,0.4,School,Non Government,0,1,Low,Poor,Mobile Data,3G,2 hours,No,Mobile,1
Girl,0.2,School,Non Government,0,1,Low,Mid,Mobile Data,2G,2 hours,No,Mobile,1
Girl,0.8,College,Government,0,0,High,Mid,Mobile Data,4G,No class,No,Mobile,1
Girl,0.4,School,Non Government,0,1,Low,Mid,Mobile Data,4G,3 hours,No,Mobile,2
Girl,0.4,School,Government,0,0,Low,Mid,Mobile Data,3G,No class,No,Mobile,1
Boy,0.4,School,Non Government,0,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,0
Boy,0.4,School,Non Government,0,1,High,Mid,Wifi,4G,2 hours,No,Mobile,2
Boy,1.0,University,Government,0,0,Low,Poor,Mobile Data,4G,No class,No,Mobile,1
Boy,0.8,University,Non Government,0,0,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,2
Boy,0.8,University,Non Government,1,1,Low,Mid,Wifi,4G,3 hours,Yes,Computer,2
Boy,0.8,University,Non Government,1,1,Low,Mid,Wifi,3G,3 hours,Yes,Computer,2
Boy,0.8,University,Non Government,1,1,High,Poor,Mobile Data,3G,2 hours,Yes,Mobile,1
Girl,0.6,University,Non Government,1,1,Low,Mid,Wifi,4G,2 hours,No,Computer,2
Girl,0.4,School,Government,0,0,High,Poor,Mobile Data,2G,2 hours,No,Mobile,1
Boy,0.8,University,Non Government,1,1,Low,Mid,Wifi,4G,2 hours,Yes,Mobile,2
Girl,0.4,School,Non Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Computer,2
Girl,0.6,College,Non Government,0,0,High,Mid,Mobile Data,3G,No class,No,Mobile,1
Girl,0.0,School,Non Government,0,1,Low,Poor,Wifi,4G,2 hours,No,Mobile,2
Boy,0.4,School,Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Computer,2
Girl,0.8,University,Non Government,0,1,Low,Mid,Wifi,3G,2 hours,Yes,Mobile,0
Boy,0.4,School,Government,0,0,Low,Mid,Mobile Data,3G,No class,No,Mobile,1
Boy,0.8,University,Non Government,1,1,High,Poor,Mobile Data,3G,2 hours,Yes,Mobile,2
Girl,0.6,College,Non Government,0,1,Low,Mid,Wifi,4G,3 hours,No,Mobile,2
Boy,1.0,University,Government,1,1,Low,Mid,Wifi,4G,No class,No,Computer,1
Boy,0.8,University,Non Government,1,1,High,Mid,Wifi,4G,3 hours,Yes,Computer,1
Boy,0.6,College,Government,0,0,High,Poor,Mobile Data,3G,2 hours,No,Mobile,2
Girl,0.8,University,Non Government,1,0,Low,Mid,Mobile Data,3G,2 hours,Yes,Mobile,2
Girl,0.6,College,Non Government,0,1,High,Mid,Wifi,4G,3 hours,No,Computer,2
Girl,0.6,School,Non Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,1
Girl,0.6,University,Non Government,1,1,Low,Mid,Wifi,4G,2 hours,Yes,Computer,2
Girl,0.8,University,Government,0,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,1
Boy,0.8,University,Non Government,1,1,Low,Rich,Wifi,4G,2 hours,Yes,Computer,0
Boy,0.8,University,Government,1,0,High,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Boy,0.8,University,Non Government,1,0,High,Mid,Mobile Data,3G,3 hours,Yes,Mobile,0
Boy,0.6,College,Government,0,1,Low,Poor,Mobile Data,4G,2 hours,No,Mobile,1
Boy,0.8,University,Government,1,1,Low,Mid,Wifi,4G,3 hours,No,Computer,1
Girl,0.8,University,Non Government,0,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,2
Girl,0.4,School,Non Government,1,1,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,2
Girl,0.6,College,Non Government,0,0,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,2
Boy,0.8,University,Government,0,0,Low,Poor,Mobile Data,3G,2 hours,No,Mobile,1
Boy,0.8,University,Non Government,0,1,Low,Mid,Wifi,4G,3 hours,No,Computer,2
Boy,0.8,University,Non Government,1,1,High,Poor,Wifi,3G,3 hours,No,Computer,2
Girl,0.8,University,Non Government,0,1,High,Poor,Wifi,4G,3 hours,No,Mobile,1
Girl,0.8,University,Government,0,0,Low,Mid,Mobile Data,2G,2 hours,No,Mobile,1
Boy,0.6,College,Government,0,0,Low,Mid,Wifi,4G,2 hours,No,Mobile,1
Boy,0.4,School,Non Government,0,1,Low,Rich,Mobile Data,4G,2 hours,No,Mobile,0
Boy,0.2,School,Non Government,0,1,Low,Rich,Wifi,4G,2 hours,No,Mobile,2
Boy,0.8,University,Non Government,1,1,Low,Mid,Wifi,4G,3 hours,No,Computer,1
Boy,0.8,University,Government,1,1,Low,Mid,Mobile Data,3G,2 hours,No,Computer,1
Boy,1.0,University,Government,1,1,Low,Rich,Wifi,4G,2 hours,No,Computer,0
Boy,0.8,University,Non Government,1,1,High,Mid,Mobile Data,3G,2 hours,Yes,Computer,2
Boy,0.8,University,Non Government,1,1,Low,Mid,Wifi,3G,2 hours,Yes,Mobile,1
Boy,0.6,University,Government,0,0,Low,Poor,Mobile Data,4G,2 hours,No,Mobile,2
Boy,0.2,School,Government,0,0,Low,Mid,Mobile Data,3G,No class,No,Mobile,1
Girl,0.6,College,Government,0,0,High,Poor,Mobile Data,4G,No class,No,Mobile,1
Boy,0.6,College,Government,1,1,Low,Mid,Mobile Data,4G,2 hours,Yes,Mobile,1
Boy,0.8,University,Non Government,1,1,Low,Mid,Wifi,3G,2 hours,Yes,Computer,2
Girl,1.0,University,Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,1
Boy,0.4,School,Government,0,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,2
Girl,0.4,School,Non Government,0,1,Low,Poor,Wifi,3G,2 hours,No,Mobile,2
Boy,0.0,School,Non Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,1
Girl,0.0,School,Non Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,2
Girl,0.8,University,Non Government,0,1,Low,Rich,Wifi,4G,3 hours,No,Computer,2
Boy,0.4,School,Non Government,1,1,Low,Poor,Mobile Data,4G,2 hours,No,Mobile,2
Boy,0.4,School,Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,0
Girl,0.8,University,Non Government,1,1,High,Mid,Wifi,3G,3 hours,Yes,Mobile,1
Girl,0.6,School,Government,0,0,Low,Rich,Mobile Data,4G,2 hours,No,Mobile,0
Girl,0.6,College,Government,0,0,High,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Boy,0.6,School,Government,0,1,Low,Rich,Mobile Data,4G,2 hours,No,Mobile,2
Boy,0.8,University,Non Government,1,1,High,Poor,Wifi,3G,3 hours,No,Mobile,1
Boy,0.4,School,Non Government,0,1,Low,Mid,Mobile Data,4G,3 hours,No,Mobile,2
Girl,0.8,University,Non Government,0,0,Low,Mid,Wifi,4G,No class,No,Mobile,1
Girl,0.6,School,Non Government,0,1,Low,Mid,Wifi,4G,No class,No,Mobile,1
Boy,0.8,University,Non Government,1,0,Low,Mid,Wifi,4G,3 hours,Yes,Computer,2
Boy,0.8,University,Non Government,1,0,High,Poor,Mobile Data,3G,3 hours,Yes,Mobile,2
Girl,1.0,University,Government,0,1,Low,Mid,Mobile Data,4G,No class,No,Mobile,1
Girl,0.8,University,Non Government,0,1,Low,Mid,Wifi,2G,3 hours,No,Mobile,2
Boy,0.8,University,Non Government,1,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,1
Girl,0.4,School,Government,0,1,Low,Rich,Wifi,4G,2 hours,No,Mobile,2
Girl,0.6,College,Non Government,0,0,High,Mid,Wifi,4G,3 hours,No,Mobile,2
Boy,0.8,University,Government,1,1,Low,Mid,Mobile Data,3G,2 hours,Yes,Mobile,2
Boy,0.6,College,Government,0,1,High,Mid,Wifi,4G,2 hours,No,Mobile,2
Boy,1.0,University,Government,1,1,Low,Rich,Wifi,4G,2 hours,No,Mobile,0
Boy,0.8,University,Non Government,1,1,Low,Mid,Mobile Data,3G,3 hours,Yes,Mobile,1
Girl,0.6,University,Government,0,1,Low,Mid,Wifi,4G,2 hours,Yes,Mobile,1
Boy,0.8,University,Non Government,0,1,Low,Poor,Mobile Data,4G,2 hours,Yes,Mobile,0
Boy,0.8,University,Non Government,0,0,Low,Poor,Mobile Data,4G,2 hours,Yes,Mobile,1
Boy,0.4,School,Non Government,0,1,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Girl,0.8,University,Non Government,1,1,High,Mid,Wifi,4G,2 hours,No,Mobile,1
Boy,0.8,University,Non Government,1,1,High,Poor,Wifi,4G,2 hours,Yes,Computer,0
Boy,0.8,University,Non Government,0,0,Low,Mid,Mobile Data,4G,2 hours,Yes,Mobile,2
Boy,0.8,College,Government,1,0,Low,Poor,Mobile Data,4G,No class,No,Mobile,1
Boy,0.4,School,Non Government,0,1,Low,Poor,Mobile Data,4G,2 hours,No,Mobile,2
Girl,0.8,University,Government,0,1,Low,Mid,Mobile Data,4G,2 hours,Yes,Mobile,2
Girl,0.0,School,Government,0,1,Low,Rich,Mobile Data,4G,2 hours,Yes,Mobile,1
Boy,0.8,University,Non Government,0,1,Low,Rich,Wifi,4G,3 hours,No,Tab,0
Girl,0.6,College,Government,0,0,High,Mid,Mobile Data,4G,2 hours,No,Mobile,2
Boy,0.8,University,Non Government,0,1,Low,Rich,Wifi,4G,3 hours,No,Computer,0
Boy,0.8,University,Government,0,0,High,Poor,Mobile Data,4G,3 hours,No,Mobile,2
Girl,0.6,School,Non Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Computer,1
Boy,0.6,College,Government,1,1,Low,Mid,Wifi,4G,2 hours,Yes,Tab,2
Boy,0.4,School,Non Government,0,1,Low,Rich,Mobile Data,3G,2 hours,No,Mobile,2
Boy,0.4,School,Non Government,0,1,Low,Poor,Mobile Data,3G,2 hours,No,Mobile,2
Girl,0.8,University,Government,0,1,Low,Mid,Wifi,4G,No class,No,Mobile,1
Boy,0.8,University,Non Government,0,1,Low,Mid,Mobile Data,4G,No class,No,Mobile,1
Boy,0.8,University,Government,1,0,High,Mid,Mobile Data,3G,2 hours,No,Mobile,2
Boy,0.4,School,Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,2
Girl,0.8,College,Government,0,0,High,Mid,Mobile Data,3G,No class,No,Mobile,1
Boy,0.8,University,Government,1,1,Low,Mid,Wifi,3G,2 hours,No,Mobile,1
Boy,0.8,University,Non Government,0,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,1
Girl,1.0,University,Government,0,0,Low,Poor,Mobile Data,4G,No class,No,Mobile,1
Boy,0.6,School,Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,2
Girl,0.8,University,Non Government,1,1,Low,Mid,Wifi,3G,3 hours,Yes,Computer,1
Boy,0.8,University,Non Government,1,0,High,Poor,Mobile Data,3G,2 hours,Yes,Mobile,2
Boy,0.4,School,Non Government,0,1,Low,Poor,Mobile Data,4G,3 hours,No,Mobile,2
Boy,0.6,College,Government,1,0,Low,Rich,Wifi,4G,No class,No,Mobile,1
Boy,0.6,College,Government,1,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,2
Girl,0.6,College,Government,0,1,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Girl,0.6,College,Government,0,1,Low,Mid,Wifi,3G,2 hours,No,Mobile,2
Boy,1.0,University,Non Government,1,1,Low,Mid,Wifi,3G,2 hours,Yes,Mobile,2
Boy,0.8,College,Government,1,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,2
Boy,0.8,University,Government,0,0,Low,Mid,Mobile Data,4G,No class,No,Mobile,2
Boy,0.6,College,Government,0,1,Low,Mid,Wifi,3G,2 hours,Yes,Mobile,2
Boy,1.0,University,Non Government,1,1,High,Poor,Mobile Data,3G,2 hours,Yes,Computer,2
Girl,0.6,College,Non Government,0,1,Low,Mid,Wifi,4G,3 hours,No,Mobile,0
Boy,0.8,University,Government,1,1,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Boy,0.8,University,Non Government,1,1,Low,Rich,Wifi,4G,3 hours,No,Mobile,1
Girl,1.0,University,Government,0,1,Low,Mid,Wifi,4G,No class,No,Mobile,1
Boy,0.8,University,Non Government,1,1,Low,Mid,Wifi,4G,2 hours,Yes,Computer,0
Boy,0.6,College,Government,0,0,High,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Boy,0.6,University,Government,0,1,Low,Mid,Wifi,3G,2 hours,Yes,Computer,2
Boy,0.4,School,Non Government,0,1,High,Mid,Wifi,4G,2 hours,No,Computer,1
Girl,0.8,University,Non Government,0,1,Low,Mid,Wifi,4G,3 hours,No,Tab,2
Boy,0.6,College,Non Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,2
Boy,0.8,College,Government,0,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,1
Girl,0.4,School,Non Government,0,1,Low,Poor,Mobile Data,4G,3 hours,No,Mobile,2
Girl,0.8,University,Non Government,1,1,Low,Rich,Wifi,4G,3 hours,No,Computer,0
Boy,0.0,School,Government,0,0,Low,Mid,Mobile Data,4G,No class,No,Mobile,1
Girl,0.8,University,Government,0,1,Low,Poor,Mobile Data,4G,No class,No,Mobile,1
Girl,0.4,School,Non Government,0,1,Low,Rich,Wifi,3G,2 hours,No,Mobile,0
Boy,0.8,University,Non Government,1,0,Low,Mid,Mobile Data,3G,2 hours,Yes,Computer,2
Boy,0.4,School,Government,0,0,Low,Poor,Mobile Data,3G,No class,No,Mobile,1
Boy,0.8,University,Government,0,1,Low,Mid,Mobile Data,3G,2 hours,Yes,Mobile,1
Boy,0.8,University,Non Government,0,0,Low,Mid,Wifi,4G,No class,No,Mobile,2
Boy,0.4,School,Non Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,1
Boy,1.0,University,Non Government,0,1,Low,Mid,Wifi,4G,2 hours,Yes,Mobile,2
Boy,0.8,University,Government,0,0,High,Mid,Mobile Data,4G,2 hours,No,Mobile,1
Boy,0.6,College,Government,0,1,High,Mid,Mobile Data,4G,2 hours,No,Mobile,1
Boy,0.6,School,Government,0,0,Low,Mid,Wifi,4G,2 hours,No,Mobile,2
Girl,0.8,University,Non Government,0,1,Low,Mid,Wifi,4G,3 hours,No,Computer,2
Boy,0.6,College,Government,0,1,Low,Poor,Mobile Data,3G,2 hours,No,Mobile,1
Boy,0.8,University,Non Government,1,1,Low,Mid,Wifi,3G,2 hours,Yes,Mobile,2
Boy,0.6,College,Government,0,0,High,Poor,Mobile Data,2G,2 hours,No,Mobile,1
Boy,0.8,University,Government,0,0,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,2
Girl,0.6,College,Government,0,0,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,1
Boy,0.2,School,Non Government,0,1,Low,Rich,Wifi,4G,3 hours,No,Mobile,0
Boy,0.8,University,Non Government,1,1,Low,Mid,Wifi,3G,2 hours,No,Computer,2
Boy,1.0,University,Non Government,1,0,High,Mid,Mobile Data,3G,2 hours,No,Mobile,2
Boy,0.4,School,Non Government,0,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,1
Girl,0.8,University,Non Government,1,0,High,Poor,Wifi,2G,3 hours,Yes,Tab,1
Girl,0.8,University,Non Government,0,1,Low,Rich,Wifi,4G,3 hours,No,Tab,2
Boy,0.8,University,Government,0,0,High,Mid,Wifi,4G,No class,No,Mobile,1
Girl,0.2,School,Non Government,0,1,Low,Poor,Mobile Data,3G,2 hours,No,Mobile,1
Girl,0.4,School,Non Government,1,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,2
Boy,1.0,University,Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Mobile,2
Girl,0.8,University,Government,0,1,Low,Mid,Wifi,3G,No class,Yes,Mobile,1
Girl,0.4,School,Government,0,0,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Boy,0.6,College,Government,1,0,Low,Mid,Mobile Data,4G,No class,No,Mobile,1
Girl,0.6,University,Non Government,1,0,Low,Mid,Mobile Data,3G,3 hours,Yes,Mobile,2
Girl,0.8,University,Non Government,0,0,Low,Mid,Wifi,4G,2 hours,No,Mobile,2
Girl,0.8,University,Non Government,1,0,High,Mid,Wifi,4G,2 hours,Yes,Computer,2
Boy,0.8,University,Non Government,0,1,High,Mid,Mobile Data,3G,2 hours,Yes,Mobile,2
Girl,0.6,University,Non Government,1,0,High,Poor,Mobile Data,3G,2 hours,Yes,Mobile,2
Boy,0.4,School,Non Government,0,1,Low,Rich,Wifi,4G,2 hours,No,Mobile,0
Girl,0.6,School,Non Government,0,1,Low,Mid,Mobile Data,4G,No class,No,Mobile,1
Girl,0.6,College,Government,0,0,High,Mid,Mobile Data,3G,2 hours,No,Mobile,2
Boy,0.8,University,Government,0,1,Low,Mid,Wifi,4G,No class,No,Mobile,1
Boy,0.8,University,Government,0,0,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Girl,0.8,University,Non Government,1,1,Low,Rich,Wifi,4G,3 hours,No,Computer,2
Boy,0.6,College,Government,1,1,Low,Mid,Wifi,4G,No class,No,Mobile,2
Boy,0.8,University,Government,0,1,Low,Mid,Mobile Data,4G,3 hours,No,Mobile,2
Boy,0.4,School,Non Government,0,1,Low,Rich,Mobile Data,3G,2 hours,No,Mobile,0
Boy,0.4,School,Non Government,0,0,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Girl,0.6,School,Government,0,1,Low,Mid,Mobile Data,4G,2 hours,No,Mobile,1
Girl,0.4,School,Government,0,1,Low,Rich,Wifi,4G,2 hours,No,Mobile,1
Girl,0.6,College,Non Government,0,1,Low,Mid,Wifi,4G,2 hours,No,Computer,2
Boy,0.6,University,Government,0,1,Low,Mid,Wifi,4G,3 hours,Yes,Computer,1
Boy,0.2,School,Non Government,0,1,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,1
Boy,0.2,School,Government,0,0,High,Mid,Mobile Data,2G,No class,No,Mobile,1
Girl,0.2,School,Non Government,0,1,Low,Mid,Wifi,3G,2 hours,No,Mobile,0
Boy,0.4,School,Non Government,0,1,High,Poor,Wifi,4G,No class,No,Mobile,1
Boy,0.6,College,Government,0,1,High,Mid,Mobile Data,4G,2 hours,No,Mobile,2
Girl,0.8,University,Non Government,1,1,High,Mid,Wifi,3G,3 hours,Yes,Mobile,2
Boy,0.8,University,Non Government,1,0,High,Mid,Mobile Data,3G,3 hours,No,Computer,1
Boy,0.6,College,Government,0,1,Low,Mid,Mobile Data,3G,2 hours,No,Mobile,2
Girl,0.6,College,Non Government,0,0,Low,Mid,Mobile Data,3G,2 hours,Yes,Mobile,1
Boy,0.8,University,Non Government,1,0,High,Mid,Mobile Data,3G,2 hours,Yes,Mobile,2
Boy,0.8,University,Non Government,1,1,Low,Mid,Mobile Data,4G,3 hours,No,Computer,2
